Asset path,Asset type,Source file size,Source file size human,Estimated packed/build size,Referencing scene/prefab/component/script/Resources,Also present in StreamingAssets,Recommended action,Risk level
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_Normal.tif,Texture,35725576,34.1 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_Normal.tif,Texture,35677264,34.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_MaskMap.tif,Texture,35519108,33.9 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_MaskMap.tif,Texture,35296540,33.7 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_Normal.tif,Texture,35279552,33.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Sand_Normal.tif,Texture,35255012,33.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Heather_BaseColor.tif,Texture,35233308,33.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_Normal.tif,Texture,35033448,33.4 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_BaseColor.tif,Texture,35027440,33.4 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Rock_Normal.tif,Texture,34933620,33.3 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Rock_MaskMap.tif,Texture,34865184,33.3 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Snow_Normal.tif,Texture,34687396,33.1 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/BCaT/Exhibits/BlackKitchen/Models/BlackKitchen_ScannedEnvironment.glb,Model/Mesh,34495692,32.9 MB,Unavailable: buildreport missing,Assets/BCaT/Exhibits/BlackKitchen/Scenes/BlackKitchen_MemoryScene.unity,No,P0/P1 inspect,High
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_BaseColor.tif,Texture,34369328,32.8 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_BaseColor.tif,Texture,34232048,32.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_BaseColor.tif,Texture,34198928,32.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Rock_BaseColor.tif,Texture,34189544,32.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_A_BaseColor.tif,Texture,34136344,32.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/BCaT_assets/LindaLeaks/Linda_Leaks_CHOF_720p.mp4,Video,34127159,32.5 MB,Unavailable: buildreport missing,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_VintageCamera.prefab; Assets/BCaT_assets/LindaLeaks/Scripts/Editor/LindaLeaksPhase2Builder.cs; Assets/_Recovery/0 (24).unity,No,P0/P1 inspect,High
Assets/StreamingAssets/Linda_Leaks_CHOF_720p.mp4,Video,34127159,32.5 MB,Unavailable: buildreport missing,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_VintageCamera.prefab; Assets/BCaT_assets/LindaLeaks/Scripts/Editor/LindaLeaksPhase2Builder.cs; Assets/_Recovery/0 (24).unity; StreamingAssets raw copy,Yes,P0/P1 inspect,High
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_BaseColor.tif,Texture,33735820,32.2 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_BaseColor.tif,Texture,33725212,32.2 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge05_Heightmap.tif,Texture,33577404,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge06_Heightmap.tif,Texture,33574684,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Errosion02_Heightmap.tif,Texture,33573800,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Hills01_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Hills02_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain10_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope04_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope03_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope02_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain11_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain09_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope01_Heightmap.tiff,Texture,33554858,32.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_BaseColor.tif,Texture,33421736,31.9 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_BaseColor.tif,Texture,33337120,31.8 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_BaseColor.tif,Texture,32999956,31.5 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_BaseColor.tif,Texture,32092168,30.6 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_BaseColor.tif,Texture,31929948,30.5 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/BCaT_assets/BTMMP_Workstation_Assembly/metal_table_asset.glb,Model/Mesh,29600972,28.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,P0/P1 inspect,High
Assets/TerrainSampleAssets/Textures/Terrain/Snow_BaseColor.tif,Texture,29474316,28.1 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/My_Custom/rug.glb,Model/Mesh,29117224,27.8 MB,Unavailable: buildreport missing,Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity; Assets/_Recovery/0.unity,No,P0/P1 inspect,High
Assets/RealBlend/Art/Materials/Textures/rough_plaster_brick_04_diff_2k.png,Texture,26399365,25.2 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,No,P0/P1 inspect,High
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano02_Heightmap.tif,Texture,26231012,25.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano01_Heightmap.tif,Texture,25188260,24.0 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/DevDen Arch Viz Scotland/Models/Bathroom/2.fbx,Model/Mesh,24828010,23.7 MB,Unavailable: buildreport missing,Assets/DevDen Arch Viz Scotland/Prefabs/Bathroom/Towel Holder.prefab; Assets/DevDen Arch Viz Scotland/Scenes/ArchViz.unity,No,P0/P1 inspect,High
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_NormalGL.png,Texture,24636888,23.5 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,P0/P1 inspect,High
Assets/TerrainSampleAssets/Textures/Terrain/Grass_A_MaskMap.tif,Texture,23264240,22.2 MB,Unavailable: buildreport missing,,No,P0/P1 inspect,Unknown
Assets/BCaT_assets/SewingRoom/bed.glb,Model/Mesh,21972076,21.0 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,P0/P1 inspect,High
Assets/RealBlend/Art/Materials/Textures/concrete_moss_diff_2k.png,Texture,21166815,20.2 MB,Unavailable: buildreport missing,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,No,P0/P1 inspect,High
Assets/My_Custom/modern_scandinavian_kitchen_island.glb,Model/Mesh,20094320,19.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-8.exr,Texture,18705070,17.8 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCaT_assets/Ri/and that is the truth - you know what I'm meaning.mp3,Audio,17999572,17.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity,No,Review,High
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Base_color.png,Texture,17751521,16.9 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,No,Review,High
Assets/BCaT_assets/BTMMP_Workstation_Assembly/flowerbarrel_with_tulips.glb,Model/Mesh,17575828,16.8 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-5.exr,Texture,16824063,16.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Normal_OpenGL.png,Texture,16669029,15.9 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,No,Review,High
Assets/BCaT_assets/BTMMP_Workstation_Assembly/drone.glb,Model/Mesh,16633652,15.9 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (1).unity; Assets/_Recovery/0 (10).unity; Assets/_Recovery/0 (11).unity; Assets/_Recovery/0 (13).unity; Assets/_Recovery/0 (14).unity; Assets/_Recovery/0 (15).unity; Assets/_Recovery/0 (16).unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (2).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (3).unity; Assets/_Recovery/0 (5).unity; Assets/_Recovery/0 (6).unity; Assets/_Recovery/0 (7).unity; Assets/_Recovery/0 (8).unity; Assets/_Recovery/0 (9).unity,No,Review,High
Assets/BCaT_assets/Meshell_Sturgis/My Grandma's Garden.png,Texture,16537844,15.8 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (23).unity,No,Review,High
Assets/danthaigames/DS 80s Television/PSDs/TV_Textures.psd,Texture,16315733,15.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-6.exr,Texture,15709972,15.0 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/danthaigames/DS 80s Television/PSDs/TVScreen_Textures.psd,Texture,15585486,14.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Base_color.png,Texture,15515356,14.8 MB,Unavailable: buildreport missing,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_MaskMap.tif,Texture,15253592,14.5 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Coconut Palm Tree Pack/Textures/Coconut_Palm_Tree_diffuse.psd,Texture,15023852,14.3 MB,Unavailable: buildreport missing,Assets/Coconut Palm Tree Pack/Materials/Coconut_Palm_Tree_AFS.mat; Assets/Coconut Palm Tree Pack/Materials/bark.mat; Assets/Coconut Palm Tree Pack/Materials/leaf.mat,No,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_MaskMap.tif,Texture,15006184,14.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-4.exr,Texture,14975272,14.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-1.exr,Texture,14974493,14.3 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCaT_assets/Ri/you don't know about style my darling_720p.mp4,Video,14920335,14.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity,No,Review,High
Assets/StreamingAssets/you don't know about style my darling_720p.mp4,Video,14920335,14.2 MB,Unavailable: buildreport missing,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (17).unity; Assets/_Recovery/0 (18).unity; Assets/_Recovery/0 (21).unity; Assets/_Recovery/0 (22).unity; Assets/_Recovery/0 (23).unity; Assets/_Recovery/0 (24).unity; StreamingAssets raw copy,Yes,Review,High
Assets/TerrainSampleAssets/Textures/Terrain/Heather_MaskMap.tif,Texture,14310964,13.6 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_Normal.png,Texture,14076281,13.4 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-7.exr,Texture,13830688,13.2 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_MaskMap.tif,Texture,13710252,13.1 MB,Unavailable: buildreport missing,,No,Review,Unknown
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsNormalMap.png,Texture,13546741,12.9 MB,Unavailable: buildreport missing,,No,Review,Unknown
