Path,Source file size,Source file size human,Width,Height,Texture type,Format/source,Alpha usage,Mipmap setting,Read/Write setting,Compression setting,Web platform override,Max texture size,Estimated runtime memory,Estimated runtime memory human,Referencing assets,Usage classification,Flags,Recommended action,Risk level
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_Normal.tif,35033448,33.4 MB,2048,2048,1,TIFF,Unknown,1,0,2,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_BaseColor.tif,35027440,33.4 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Rock_Normal.tif,34933620,33.3 MB,2048,2048,1,TIFF,Unknown,1,0,2,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Rock_MaskMap.tif,34865184,33.3 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Snow_Normal.tif,34687396,33.1 MB,2048,2048,1,TIFF,Unknown,1,0,2,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Soil_Rocks_BaseColor.tif,34369328,32.8 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_BaseColor.tif,34232048,32.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_BaseColor.tif,34198928,32.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Rock_BaseColor.tif,34189544,32.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_A_BaseColor.tif,34136344,32.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_BaseColor.tif,33735820,32.2 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_BaseColor.tif,33725212,32.2 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge05_Heightmap.tif,33577404,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge06_Heightmap.tif,33574684,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Errosion02_Heightmap.tif,33573800,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Hills01_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Hills02_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain10_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope04_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope03_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope02_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain11_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain09_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Slope01_Heightmap.tiff,33554858,32.0 MB,4096,4096,10,TIFF,Yes,0,0,1,None found,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_BaseColor.tif,33421736,31.9 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_BaseColor.tif,33337120,31.8 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_BaseColor.tif,32999956,31.5 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_BaseColor.tif,32092168,30.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_BaseColor.tif,31929948,30.5 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Snow_BaseColor.tif,29474316,28.1 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/RealBlend/Art/Materials/Textures/rough_plaster_brick_04_diff_2k.png,26399365,25.2 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/RealBlend/Art/Materials/BuiltIn/VariationExampleBuilt-In.mat; Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample.mat; Assets/RealBlend/Art/Materials/HDRP/VariationExample_ExperimentalSPOM.mat; Assets/RealBlend/Art/Materials/URP/VariationExampleURP.mat,Unknown,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano02_Heightmap.tif,26231012,25.0 MB,3620,3620,10,TIFF,Yes,0,0,1,None found,2048,52417600,50.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano01_Heightmap.tif,25188260,24.0 MB,2048,2048,10,TIFF,Yes,0,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_NormalGL.png,24636888,23.5 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Terrain/Grass_A_MaskMap.tif,23264240,22.2 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/RealBlend/Art/Materials/Textures/concrete_moss_diff_2k.png,21166815,20.2 MB,2048,2048,0,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,Unknown,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-8.exr,18705070,17.8 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Base_color.png,17751521,16.9 MB,4096,4096,0,PNG,Unknown,1,0,1,WebGL,2048,67108864,64.0 MB,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Visual QA required
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-5.exr,16824063,16.0 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Normal_OpenGL.png,16669029,15.9 MB,4096,4096,1,PNG,Unknown,1,0,1,WebGL,2048,67108864,64.0 MB,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,Normal map,Large 4096+,P1/P2: downscale/compress or externalize,Visual QA required
Assets/BCaT_assets/Meshell_Sturgis/My Grandma's Garden.png,16537844,15.8 MB,4032,3024,0,PNG,Unknown,0,0,1,WebGL,2048,48771072,46.5 MB,Assets/BH_XR_MainScene.unity; Assets/_Recovery/0 (23).unity,Unknown,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/danthaigames/DS 80s Television/PSDs/TV_Textures.psd,16315733,15.6 MB,2048,2048,0,PSD,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-6.exr,15709972,15.0 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/danthaigames/DS 80s Television/PSDs/TVScreen_Textures.psd,15585486,14.9 MB,2048,2048,0,PSD,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Base_color.png,15515356,14.8 MB,4096,4096,0,PNG,Unknown,1,0,1,WebGL,2048,67108864,64.0 MB,Assets/SubstanceAssets/LittleGamesPack/Materials/CardsAndTables.mat,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_MaskMap.tif,15253592,14.5 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Coconut Palm Tree Pack/Textures/Coconut_Palm_Tree_diffuse.psd,15023852,14.3 MB,2048,2048,5,PSD,Unknown,1,1,,None found,2048,16777216,16.0 MB,Assets/Coconut Palm Tree Pack/Materials/Coconut_Palm_Tree_AFS.mat; Assets/Coconut Palm Tree Pack/Materials/bark.mat; Assets/Coconut Palm Tree Pack/Materials/leaf.mat,Unknown,ReadWrite enabled,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_MaskMap.tif,15006184,14.3 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-4.exr,14975272,14.3 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-1.exr,14974493,14.3 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Heather_MaskMap.tif,14310964,13.6 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/BCaT_assets/BTMMP_Workstation_Assembly/camera-canon-eos-400d/textures/Camara_Low_V2_lambert3_Normal.png,14076281,13.4 MB,4096,4096,0,PNG,Unknown,1,0,1,WebGL,2048,67108864,64.0 MB,,Normal map,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-7.exr,13830688,13.2 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_MaskMap.tif,13710252,13.1 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsNormalMap.png,13546741,12.9 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_MaskMap.tif,13303440,12.7 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorNormalMap.png,13245240,12.6 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryNormalMap.png,13192666,12.6 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Gingham Kitchen Linen/GinghamKitchenLinenNormalMap.png,13090673,12.5 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Gingham Kitchen Linen.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_MaskMap.tif,13002296,12.4 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorNormalMap.png,12849635,12.3 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,,Normal map,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_MaskMap.tif,12823500,12.2 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Height.png,12635918,12.1 MB,4096,4096,0,PNG,Yes,1,0,1,WebGL,2048,67108864,64.0 MB,Assets/SubstanceAssets/LittleGamesPack/Materials/ChessPieces.mat,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Visual QA required
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_0 _00.png,12377140,11.8 MB,4096,4096,0,PNG,Unknown,1,0,2,WebGL,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/BCAT_GLB_TextureRemediation/metal_table_asset/Texture_2 _02.png,12298145,11.7 MB,4096,4096,1,PNG,Yes,1,0,2,WebGL,2048,67108864,64.0 MB,,Unknown,Large 4096+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsNormalMap.png,12207021,11.6 MB,2048,2048,1,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/Furniture Mega Pack/Textures/Bed/Mattress/AtlasTexture_Mattress_DefaultMaterial_Normal.png,12162323,11.6 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Bathroom/mat_Bathroom.mat; Assets/Furniture Mega Pack/Materials/Bed/mat_Mattress.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-0.exr,12040903,11.5 MB,0,0,0,,Unknown,1,0,0,None found,2048,,,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/RealBlend/Art/Materials/Textures/MossMask.png,11628530,11.1 MB,2048,2048,0,PNG,Yes,1,0,1,None found,2048,16777216,16.0 MB,Assets/RealBlend/Art/Materials/HDRP/5BlendExample.mat,Unknown,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/Furniture Mega Pack/Textures/Bed/Blanket/AtlasTexture_Blanket_DefaultMaterial_Normal.png,11151857,10.6 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Bed/mat_Blanket.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_MaskMap.tif,10837300,10.3 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/TerrainSampleAssets/Textures/Terrain/Sand_BaseColor.tif,10380156,9.9 MB,2048,2048,0,TIFF,Unknown,1,0,1,None found,2048,16777216,16.0 MB,,Unknown,,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_Normal.png,10336893,9.9 MB,2048,2048,1,PNG,Unknown,1,0,1,None found,2048,16777216,16.0 MB,Assets/Furniture Mega Pack/Materials/Sofa/mat_Sofa01.mat,Normal map,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/BCaT_assets/LindaLeaks/Images/LL_CoopHousing_06.png,10301780,9.8 MB,3491,2334,8,PNG,Yes,0,0,1,WebGL,2048,32591976,31.1 MB,Assets/BCaT_assets/LindaLeaks/Prefabs/LindaLeaks_Exhibit_PhotoAlbum.prefab,Unknown,,P1/P2: downscale/compress or externalize,Visual QA required
Assets/BCaT_assets/Ri/360_images/living_room.jpg,10180982,9.7 MB,11968,5984,0,JPEG,Unknown,1,0,1,WebGL,2048,286466048,273.2 MB,,Panorama,Large 4096+; Huge 8192+,P1/P2: downscale/compress or externalize,Unknown/runtime or unused candidate
