path	category	sizeBytes	packedBytes	type
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_BaseColor.tif	C	33421736	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_BaseColor.tif	C	32999956	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_BaseColor.tif	C	32092168	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_BaseColor.tif	C	31929948	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Snow_BaseColor.tif	C	29474316	0	Texture2D
Assets/My_Custom/rug.glb	C	29117224	0	GameObject
Assets/RealBlend/Art/Materials/Textures/rough_plaster_brick_04_diff_2k.png	C	26399365	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano02_Heightmap.tif	C	26231012	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Volcano01_Heightmap.tif	C	25188260	0	Texture2D
Assets/DevDen Arch Viz Scotland/Models/Bathroom/2.fbx	C	24828010	0	GameObject
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_NormalGL.png	C	24636888	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Grass_A_MaskMap.tif	C	23264240	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/concrete_moss_diff_2k.png	C	21166815	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-8.exr	C	18705070	0	Cubemap
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Base_color.png	C	17751521	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-5.exr	C	16824063	0	Cubemap
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Normal_OpenGL.png	C	16669029	0	Texture2D
Assets/danthaigames/DS 80s Television/PSDs/TV_Textures.psd	C	16315733	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-6.exr	C	15709972	0	Cubemap
Assets/danthaigames/DS 80s Television/PSDs/TVScreen_Textures.psd	C	15585486	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Base_color.png	C	15515356	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-4.exr	C	14975272	0	Cubemap
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-1.exr	C	14974493	0	Cubemap
Assets/BCaT_assets/Ri/you don't know about style my darling_720p.mp4	C	14920335	0	VideoClip
Assets/TerrainSampleAssets/Textures/Terrain/Heather_MaskMap.tif	C	14310964	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-7.exr	C	13830688	0	Cubemap
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsNormalMap.png	C	13546741	0	Texture2D
Assets/Idyllic Italian Coast Town/Materials/Terrain/Terrain Italy.asset	C	13370088	0	TerrainData
Assets/TerrainSampleAssets/Textures/Terrain/Grass_Soil_MaskMap.tif	C	13303440	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorNormalMap.png	C	13245240	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryNormalMap.png	C	13192666	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Muddy_MaskMap.tif	C	13002296	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorNormalMap.png	C	12849635	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_A_MaskMap.tif	C	12823500	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Height.png	C	12635918	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/ReflectionProbe-0.exr	C	12040903	0	Cubemap
Assets/RealBlend/Art/Materials/Textures/MossMask.png	C	11628530	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_B_MaskMap.tif	C	10837300	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_Normal.png	C	10336893	0	Texture2D
Assets/TerrainSampleAssets/README.pdf	C	10201155	0	DefaultAsset
Assets/BCaT_assets/Ri/360_images/living_room.jpg	C	10180982	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa19/Sofa19_mat_Sofa19_Normal.png	C	10114309	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa29/Sofa29_mat_Sofa29_Normal.png	C	9742763	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Coarse Burlap Upholstery/CoarseBurlapUpholsteryAlbedo.png	C	9619380	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa16/Sofa16_mat_Sofa16_Normal.png	C	9433516	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Cracked Terracotta Floor/CrackedTerracottaFloorAlbedo.png	C	9300671	0	Texture2D
Assets/TerrainSampleAssets/Textures/Terrain/Tidal_Pools_MaskMap.tif	C	9235380	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_Normal.png	C	9225103	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa27/Sofa27_mat_Sofa27_Normal.png	C	9203679	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa36/Sofa36_mat_Sofa36_Normal.png	C	9193864	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_Color 1.png	C	9129253	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/Moss002_2K-PNG_Color.png	C	9129253	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_Normal.png	C	9106967	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa26/Sofa26_mat_Sofa26_Normal.png	C	9100946	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/white_rough_plaster_diff_2k.png	C	9081200	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa28/Sofa28_mat_Sofa28_Normal.png	C	9018596	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa02/Sofa02_mat_Sofa02_Normal.png	C	9000021	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa30/Sofa30_mat_Sofa30_Normal.png	C	8937998	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa33/Sofa33_mat_Sofa33_Normal.png	C	8934538	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_Normal.png	C	8842464	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa32/Sofa32_mat_Sofa32_Normal.png	C	8795991	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa14/Sofa14_mat_Sofa14_Normal.png	C	8780504	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa37/Sofa37_mat_Sofa37_Normal.png	C	8760854	0	Texture2D
Assets/BCaT_assets/Ri/360_images/kitchen.jpg	C	8724936	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/rough_plaster_brick_04_nor_gl_2k.exr	C	8702048	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/red_brick_plaster_patch_02_diff_2k.png	C	8659576	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa20/Sofa20_mat_Sofa20_Normal.png	C	8598462	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa31/Sofa31_mat_Sofa31_Normal.png	C	8547161	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa21/Sofa21_mat_Sofa21_Normal.png	C	8479840	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_Normal.png	C	8425334	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa03/Sofa03_mat_Sofa03_Normal.png	C	8418057	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Flat_Mountain01_Heightmap.tif	C	8408404	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Canyon05_Heightmap.tif	C	8408304	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain01_Heightmap.tif	C	8408244	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain05_Heightmap.tif	C	8408244	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Errosion01_Heightmap.tif	C	8408128	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge02_Heightmap.tif	C	8408128	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge03_Heightmap.tif	C	8408112	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain08_Heightmap.tif	C	8408100	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain04_Heightmap.tif	C	8408040	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge01_Heightmap.tif	C	8408020	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Ridge04_Heightmap.tif	C	8407856	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Mountain07_Heightmap.tif	C	8407828	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa10/Sofa10_mat_Sofa10_Normal.png	C	8337722	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Mossy Flagstone Floor/MossyFlagstoneFloorAlbedo.png	C	8332818	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_Normal.png	C	8309499	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair45/Chair45_mat_Chair45_Normal.png	C	8223727	0	Texture2D
Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Oak Ladder Shelf Panels/OakLadderShelfPanelsAlbedo.png	C	8182648	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/ConcreteMossMask.png	C	8165263	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa17/Sofa17_mat_Sofa17_Normal.png	C	8085631	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa12/Sofa12_mat_Sofa12_Normal.png	C	8007151	0	Texture2D
Assets/TerrainSampleAssets/Textures/Details/Plant_BaseColor.tif	C	7989328	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa15/Sofa15_mat_Sofa15_Normal.png	C	7979576	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/concrete_moss_nor_gl_2k.exr	C	7969876	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair14/Chair14_mat_Chair14_Normal.png	C	7945056	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Roughness.png	C	7937492	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa18/Sofa18_mat_Sofa18_Normal.png	C	7906394	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair12/Chair12_mat_Chair12_Normal.png	C	7791304	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_Normal.png	C	7671661	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa04/Sofa04_mat_Sofa04_Normal.png	C	7641613	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa10/Sofa10_mat_Sofa10_AlbedoTransparency.png	C	7557704	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair11/Chair11_mat_Chair11_Normal.png	C	7556918	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/CardsAndTables/CardsAndTables_Mixed_AO.png	C	7556200	0	Texture2D
Assets/BCaT_assets/Ri/such lovely gravy_720p.mp4	C	7518495	0	VideoClip
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_Normal.png	C	7508152	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_Normal.png	C	7435064	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion37_40/Cushion37_40_mat_Cushion37_40_Normal.png	C	7426122	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa22/Sofa22_mat_Sofa22_Normal.png	C	7347213	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa12/Sofa12_mat_Sofa12_AlbedoTransparency.png	C	7270259	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa06/Sofa06_mat_Sofa06_AlbedoTransparency.png	C	7222530	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table02/Table02_mat_Table02_AlbedoTransparency.png	C	7213640	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa33/Sofa33_mat_Sofa33_AlbedoTransparency.png	C	7107098	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa32/Sofa32_mat_Sofa32_AlbedoTransparency.png	C	7018865	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table47/Table47_mat_Table47_Normal.png	C	6966251	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair04/Chair04_mat_Chair04_Normal.png	C	6907392	0	Texture2D
Assets/Furniture Mega Pack/FBX/Sofa/Sofa11.fbx	C	6902620	0	GameObject
Assets/Furniture Mega Pack/Textures/Tables/Table15/Table15_mat_Table15_Normal.png	C	6848142	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair21/Chair21_mat_Chair21_Normal.png	C	6807842	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa07/Sofa07_mat_Sofa07_AlbedoTransparency.png	C	6804882	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/GamePieces/GamePieces_Roughness.png	C	6770500	0	Texture2D
Assets/BCaT_assets/Meshell_Sturgis/articles/AYIBA_2020_2021.pdf	C	6741337	0	DefaultAsset
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_Normal.png	C	6733612	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa31/Sofa31_mat_Sofa31_AlbedoTransparency.png	C	6705717	0	Texture2D
Assets/_Recovery/0 (17).unity	C	6702017	0	SceneAsset
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Mixed_AO.png	C	6648132	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa08/Sofa08_mat_Sofa08_AlbedoTransparency.png	C	6550416	0	Texture2D
Assets/SubstanceAssets/LittleGamesPack/Textures/ChessPieces/ChessPieces_Roughness.png	C	6528692	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table17/Table17_mat_Table17_Normal.png	C	6527854	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa24/Sofa24_mat_Sofa24_Normal.png	C	6495434	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table14/Table14_mat_Table14_Normal.png	C	6416164	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table03/Table03_mat_Table03_Normal.png	C	6406475	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair50/Chair50_mat_Chair50_Normal.png	C	6383961	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/white_rough_plaster_nor_gl_2k.exr	C	6359882	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa11/Sofa11_mat_Sofa11_AlbedoTransparency.png	C	6327404	0	Texture2D
Assets/_Recovery/0 (16).unity	C	6322779	0	SceneAsset
Assets/_Recovery/0 (15).unity	C	6322061	0	SceneAsset
Assets/_Recovery/0 (14).unity	C	6321874	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Sofas/Sofa35/Sofa35_mat_Sofa35_Normal.png	C	6318430	0	Texture2D
Assets/TerrainSampleAssets/Textures/Heightmaps/Canyon03_Heightmap.tif	C	6316568	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa09/Sofa09_mat_Sofa09_AlbedoTransparency.png	C	6313804	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair39/Chair39_mat_Chair39_Normal.png	C	6289346	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair41/Chair41_mat_Chair41_AlbedoTransparency.png	C	6253384	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/Red_Brick_Mask.png	C	6210794	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion29_36/Cushion29_36_mat_Cushion29_36_Normal.png	C	6194992	0	Texture2D
Assets/_Recovery/0 (23).unity	C	6150230	0	SceneAsset
Assets/TerrainSampleAssets/Textures/Terrain/Snow_MaskMap.tif	C	6136652	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_Normal.png	C	6132886	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa01/Sofa01_mat_Sofa01_AlbedoTransparency.png	C	6122420	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa34/Sofa34_mat_Sofa34_Normal.png	C	6073628	0	Texture2D
Assets/_Recovery/0 (21).unity	C	6038041	0	SceneAsset
Assets/_Recovery/0 (22).unity	C	6038041	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_Normal.png	C	6015948	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_floortiles_terracotta_BaseColro.png	C	5997787	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair10/Chair10_mat_Chair10_Normal.png	C	5984097	0	Texture2D
Assets/_Recovery/0 (18).unity	C	5962974	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Chairs/Chair46/Chair46_mat_Chair46_Normal.png	C	5956413	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_gravel_Normal.png	C	5946714	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair20/Chair20_mat_Chair20_AlbedoTransparency.png	C	5932467	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table46/Table46_mat_Table46_Normal.png	C	5927898	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_asphalt_Normal.png	C	5917938	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair22/Chair22_mat_Chair22_AlbedoTransparency.png	C	5882482	0	Texture2D
Assets/DevDen Arch Viz Scotland/Scenes/ArchViz/Lightmap-0_comp_light.exr	C	5866388	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_treebark_BaseMap.png	C	5820606	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table01/Table01_mat_Table01_AlbedoTransparency.png	C	5781961	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion41_48/Cushion41_48_mat_Cushion41_48_AlbedoTransparency.png	C	5772910	0	Texture2D
Assets/RealBlend/Art/Materials/Textures/RoughPlasterMask.png	C	5761765	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair03/Chair03_mat_Chair03_Normal.png	C	5751338	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair05/Chair05_mat_Chair05_Normal.png	C	5744432	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/SectionalSofaFabric/SectionalSofaFabric_mat_SectionalSofaLeather_Normal.png	C	5702601	0	Texture2D
Assets/Idyllic Italian Coast Town/Textures/M_cliff_rocks_normal.png	C	5678951	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table28/Table28_mat_Table28_Normal.png	C	5663214	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table45/Table45_mat_Table45_Normal.png	C	5660246	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_Normal.png	C	5651063	0	Texture2D
Assets/Furniture Mega Pack/Textures/Sofas/Sofa22/Sofa22_mat_Sofa22_AlbedoTransparency.png	C	5630316	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table15/Table15_mat_Table15_AlbedoTransparency.png	C	5610172	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table05/Table05_mat_Table05_Normal.png	C	5507443	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_Normal.png	C	5464225	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair15/Chair15_mat_Chair15_AlbedoTransparency.png	C	5442370	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair44/Chair44_mat_Chair44_Normal.png	C	5415290	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_Normal.png	C	5412843	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table13/Table13_mat_Table13_Normal.png	C	5349184	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair42/Chair42_mat_Chair42_AlbedoTransparency.png	C	5337693	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_AlbedoTransparency.png	C	5334361	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion09_16/Cushion09_16_mat_Cushion09_16_AlbedoTransparency.png	C	5333470	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table19/Table19_mat_Table19_Normal.png	C	5298807	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table33/Table33_mat_Table33_AlbedoTransparency.png	C	5270939	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table25/Table25_mat_Table25_Normal.png	C	5267596	0	Texture2D
Assets/_Recovery/0 (13).unity	C	5261400	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Tables/Table34/Table34_mat_Table34_Normal.png	C	5261152	0	Texture2D
Assets/_Recovery/0 (11).unity	C	5254608	0	SceneAsset
Assets/_Recovery/0 (10).unity	C	5252494	0	SceneAsset
Assets/_Recovery/0 (8).unity	C	5252494	0	SceneAsset
Assets/_Recovery/0 (9).unity	C	5252494	0	SceneAsset
Assets/Furniture Mega Pack/Textures/Chairs/Chair02/Chair02_mat_Chair02_Normal.png	C	5218828	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table16/Table16_mat_Table16_Normal.png	C	5191621	0	Texture2D
Assets/danthaigames/DS 80s Television/PSDs/Screen_Surround_And_Handles.psd	C	5146155	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table24/Table24_mat_Table24_Normal.png	C	5135266	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair43/Chair43_mat_Chair43_Normal.png	C	5127469	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table12/Table12_mat_Table12_Normal.png	C	5127050	0	Texture2D
Assets/Furniture Mega Pack/Textures/Cushions/Cushion25_28/Cushion25_28_mat_Cushion25_28_AlbedoTransparency.png	C	5120087	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table20/Table20_mat_Table20_Normal.png	C	5098170	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table04/Table04_mat_Table04_Normal.png	C	5066218	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table19/Table19_mat_Table19_AlbedoTransparency.png	C	5053115	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table27/Table27_mat_Table27_Normal.png	C	5050874	0	Texture2D
Assets/Furniture Mega Pack/Textures/Chairs/Chair23/Chair23_mat_Chair23_AlbedoTransparency.png	C	5047669	0	Texture2D
Assets/Furniture Mega Pack/Textures/Tables/Table02/Table02_mat_Table02_Normal.png	C	5021077	0	Texture2D
