path,type,fileBytes,vertices,triangles,subMeshes,reason
"Assets/Furniture Mega Pack/Prefabs/Bathroom/Toilet05.prefab","GameObject",11308,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/Toilet06.prefab","GameObject",13921,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/Toilet07.prefab","GameObject",11365,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger01.prefab","GameObject",3509,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger02.prefab","GameObject",3497,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger03.prefab","GameObject",3506,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger04.prefab","GameObject",3507,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger05.prefab","GameObject",3504,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger06.prefab","GameObject",3509,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/TowelHanger07.prefab","GameObject",3502,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin01.prefab","GameObject",8655,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin02.prefab","GameObject",8683,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin03.prefab","GameObject",8672,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin04.prefab","GameObject",8655,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin05.prefab","GameObject",8648,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin06.prefab","GameObject",8666,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Prefabs/Bathroom/WashBasin07.prefab","GameObject",8687,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Textures/Bathroom","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_AlbedoTransparency.png","Texture2D",375705,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_MetallicSmoothness.png","Texture2D",1604071,0,0,0,name/path heuristic
"Assets/Furniture Mega Pack/Textures/Bathroom/AtlasTexture_BathroomCollection_BathroomCollection_Normal.png","Texture2D",2526123,0,0,0,name/path heuristic
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Bathroom_glass_1.mat","Material",4083,0,0,0,name/path heuristic
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/bathroom_wall_mat_1.mat","Material",4162,0,0,0,name/path heuristic
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_AO.png","Texture2D",20538,0,0,0,name/path heuristic
"Assets/HyTeKGames/SRPMaterialConverter/ConvertedMaterials/Maps/bathroom_wall_mat_1_Metallic.png","Texture2D",18397,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_attachments_metal.mat","Material",4168,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_attachments_stone.mat","Material",4119,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_boat.mat","Material",4107,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_bricks 1.mat","Material",4113,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_bricks.mat","Material",4111,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_chairs.mat","Material",4108,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_doors.mat","Material",4108,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_floortiles_ceramic.mat","Material",4089,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_metal_dark.mat","Material",3900,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_pillartop.mat","Material",4111,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_pipes.mat","Material",4115,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_rooftexture.mat","Material",4019,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_skybox 1.mat","Material",1124,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_skybox 2.mat","Material",2457,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_skybox.mat","Material",2454,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 3.mat","Material",4096,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster 10.mat","Material",4131,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_wall_plaster.mat","Material",4125,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Materials/M_windows.mat","Material",4190,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Buildings","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_gate.fbx","GameObject",678704,20942,12600,10,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_floor_2x1_03.fbx","GameObject",281840,1410,858,2,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_building_modular_roof_2x1_01.fbx","GameObject",403056,6770,5110,4,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Buildings/SM_church_italy.fbx","GameObject",1139008,39483,31127,7,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Modular","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_street_01.fbx","GameObject",117856,4612,1730,2,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_base.fbx","GameObject",45184,216,300,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Modular/SM_wall_pillar.fbx","GameObject",86000,756,946,2,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_boat_pylon.fbx","GameObject",87536,1331,1260,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_chair_02.fbx","GameObject",77968,1057,1100,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_02.fbx","GameObject",49504,576,516,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_03.fbx","GameObject",106464,3160,3400,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_fence_rounded.fbx","GameObject",118560,3600,3300,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_flowerpot_04.fbx","GameObject",147904,569,602,3,name/path heuristic
"Assets/Idyllic Italian Coast Town/Meshes/Props/SM_table_cafe_square.fbx","GameObject",45280,168,116,1,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_building_modular_floor_2x1_03.prefab","GameObject",3979,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_building_modular_roof_2x1_01.prefab","GameObject",4466,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_fence_rounded.prefab","GameObject",3719,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_street_01.prefab","GameObject",3952,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_base (1).prefab","GameObject",3719,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_base.prefab","GameObject",3715,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Modular Pieces/SM_wall_pillar (1).prefab","GameObject",3965,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_boat_pylon.prefab","GameObject",3907,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_chair_02.prefab","GameObject",3905,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_fence_02.prefab","GameObject",3906,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_fence_03.prefab","GameObject",3905,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Prefabs/Props/SM_table_cafe_square.prefab","GameObject",3914,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_BaseMap.png","Texture2D",4048267,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_MaskMap.png","Texture2D",4320284,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_metal_Normal.png","Texture2D",3451057,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_BaseMap.png","Texture2D",5109032,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_MaskMap.png","Texture2D",4193225,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_attachments_stone_Normal.png","Texture2D",2728269,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_boat_kit_BaseMap.png","Texture2D",2802620,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_boat_kit_MaskMap.png","Texture2D",2837213,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_boat_kit_Normal.png","Texture2D",3463901,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_bricks_BaseMap.png","Texture2D",1016074,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_bricks_MaskMap.png","Texture2D",670982,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_bricks_Normal.png","Texture2D",759715,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_bricks_red_BaseMap.png","Texture2D",1077282,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_chairs_BaseMap.png","Texture2D",1922253,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_chairs_MaskMap.png","Texture2D",3376544,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_chairs_Normal.png","Texture2D",3579351,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_BaseMap.png","Texture2D",3045753,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_MaskMap.png","Texture2D",2829425,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_doors_italian_Normal.png","Texture2D",2991492,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_floortiles_ceramic_BaseColor.png","Texture2D",6234209,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_floortiles_ceramic_Normal.png","Texture2D",3607833,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_flowers_base_BaseColor.png","Texture2D",260179,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pillartop_BaseMap.png","Texture2D",1037259,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pillartop_MaskMap.png","Texture2D",618559,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pillartop_Normal.png","Texture2D",768885,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pipes_BaseMap.png","Texture2D",610508,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pipes_MaskMap.png","Texture2D",544836,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_pipes_Normal.png","Texture2D",751414,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_rooftiles_roman_tiling_BaseColor.png","Texture2D",1413663,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_rooftiles_roman_tiling_Normal.png","Texture2D",798202,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_skybox_01.png","Texture2D",2433239,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_skybox_cloudy.png","Texture2D",3057621,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_BaseColor.png","Texture2D",684618,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_height.png","Texture2D",184116,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_wall_plaster_Normal.png","Texture2D",1855863,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_BaseMap.png","Texture2D",3686448,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Emissive.png","Texture2D",13762,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_MaskMap.png","Texture2D",4491482,0,0,0,name/path heuristic
"Assets/Idyllic Italian Coast Town/Textures/M_windows_italian_Normal.png","Texture2D",2948570,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Materials","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Materials/M_LowPolyLivingRoom.mat","Material",11310,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Meshes","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Meshes/Lamp_Tall.fbx","GameObject",22076,343,178,1,name/path heuristic
"Assets/LowPolyLivingRoomPack/Meshes/Speaker_Floor.fbx","GameObject",22652,366,208,1,name/path heuristic
"Assets/LowPolyLivingRoomPack/Meshes/Speaker_Soundbar.fbx","GameObject",18556,38,20,1,name/path heuristic
"Assets/LowPolyLivingRoomPack/Meshes/Stereo_Speaker.fbx","GameObject",22204,313,184,1,name/path heuristic
"Assets/LowPolyLivingRoomPack/Prefabs","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Prefabs/Lamp_Tall.prefab","GameObject",2431,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Prefabs/Stereo_Speaker.prefab","GameObject",2437,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/ScenesDemo","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/ScenesDemo/M_LowPolyLivingRoom_Floor.mat","Material",10152,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Textures","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/LowPolyLivingRoomPack/Textures/T_Palette_LivingRoom.png","Texture2D",2624,0,0,0,name/path heuristic
"Assets/My_Custom/Door_Side.prefab","GameObject",84365,0,0,0,name/path heuristic
"Assets/My_Custom/FrontDoorRug.mat","Material",3919,0,0,0,name/path heuristic
"Assets/My_Custom/mtrls/Blue_Wall.mat","Material",3913,0,0,0,name/path heuristic
"Assets/My_Custom/mtrls/Mint_wall_plaster.mat","Material",3928,0,0,0,name/path heuristic
"Assets/My_Custom/mtrls/OldStairway.mat","Material",3915,0,0,0,name/path heuristic
"Assets/My_Custom/mtrls/Wall_Floral.mat","Material",3915,0,0,0,name/path heuristic
"Assets/My_Custom/mtrls/YellowWall.mat","Material",3914,0,0,0,name/path heuristic
"Assets/My_Custom/Patio_Window_Shutter.prefab","GameObject",110361,0,0,0,name/path heuristic
"Assets/My_Custom/txtrs/84_floral wallpaper texture-seamless.jpg","Texture2D",681273,0,0,0,name/path heuristic
"Assets/My_Custom/txtrs/122_fine plaster painted wall texture-seamless.jpg","Texture2D",1601135,0,0,0,name/path heuristic
"Assets/New Terrain.asset","TerrainData",3362092,0,0,0,name/path heuristic
"Assets/NewLayer 1.terrainlayer","TerrainLayer",861,0,0,0,name/path heuristic
"Assets/NewLayer 5.terrainlayer","TerrainLayer",861,0,0,0,name/path heuristic
"Assets/NewLayer.terrainlayer","TerrainLayer",859,0,0,0,name/path heuristic
"Assets/RealBlend/Editor/RealBlendCurvedWallCreateMode.cs","MonoScript",5633,0,0,0,name/path heuristic
"Assets/RealBlend/Editor/RealBlendFloorCreateMode.cs","MonoScript",2912,0,0,0,name/path heuristic
"Assets/RealBlend/Editor/RealBlendWallCreateMode.cs","MonoScript",16311,0,0,0,name/path heuristic
"Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/UI/General/CloseWindow.png","Texture2D",7147,0,0,0,name/path heuristic
"Assets/Samples/XR Interaction Toolkit/3.3.1/XR Device Simulator/UI/General/OpenWindow.png","Texture2D",5680,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Materials/Painted Beech Wall Boards.mat","Material",4063,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAlbedo.png","Texture2D",6764177,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsAmbientOcclusionMap.png","Texture2D",3177049,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsDisplacementMap.png","Texture2D",3265356,0,0,0,name/path heuristic
"Assets/Shaded Spectrum/Cozy Interiors Demo Pack/Textures/Painted Beech Wall Boards/PaintedBeechWallBoardsNormalMap.png","Texture2D",12207021,0,0,0,name/path heuristic
"Assets/SimpleNaturePack/Models/Mushroom_01.fbx","GameObject",34908,1096,382,2,name/path heuristic
"Assets/SimpleNaturePack/Models/Mushroom_02.fbx","GameObject",23996,242,114,2,name/path heuristic
"Assets/SimpleNaturePack/Prefabs/Mushroom_01.prefab","GameObject",6786,0,0,0,name/path heuristic
"Assets/SimpleNaturePack/Prefabs/Mushroom_02.prefab","GameObject",6791,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Materials","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Materials/Grass.asset","Material",7171,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Materials/Grass_C.asset","Material",7217,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Materials/GrassDry.asset","Material",7209,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models/Grass_A.asset","Mesh",23119,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models/Grass_B.asset","Mesh",174651,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models/Grass_D.asset","Mesh",139031,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models/GrassDry_A.asset","Mesh",24496,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Models/GrassDry_B.asset","Mesh",25369,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs/Grass_A.prefab","GameObject",2412,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs/Grass_B.prefab","GameObject",2412,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs/Grass_D.prefab","GameObject",2637,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs/GrassDry_A.prefab","GameObject",2419,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Prefabs/GrassDry_B.prefab","GameObject",2419,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Settings","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Settings/FoliageDiffusionProfile.asset","DiffusionProfileSettings",879,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/CustomFunctions","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/CustomFunctions/CustomLighting.hlsl","ShaderInclude",963,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/AnimatedGrassPhase.shadersubgraph","SubGraphAsset",123802,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/DistanceCutoff.shadersubgraph","SubGraphAsset",61052,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/MainLight.shadersubgraph","SubGraphAsset",10782,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/PipelineSwitch.shadersubgraph","SubGraphAsset",17489,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/RandomFromPosition.shadersubgraph","SubGraphAsset",11192,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/URPSSS.shadersubgraph","SubGraphAsset",125723,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/Subgraphs/Wind.shadersubgraph","SubGraphAsset",97971,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/ShaderGraphs/TerrainGrass.shadergraph","Shader",310319,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/TerrainLayers","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/TerrainLayers/Black_Sand_TerrainLayer.terrainlayer","TerrainLayer",868,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/TerrainLayers/Grass_B_TerrainLayer.terrainlayer","TerrainLayer",872,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/TerrainLayers/Grass_Dry_TerrainLayer.terrainlayer","TerrainLayer",849,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/TerrainLayers/Sand_TerrainLayer.terrainlayer","TerrainLayer",844,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_A_BaseColor.tif","Texture2D",1938408,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_A_MaskMap.tif","Texture2D",1368360,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_A_Normal.tif","Texture2D",1298172,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_A_Thickness.tif","Texture2D",508392,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_C_BaseColor.tif","Texture2D",1632764,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_C_MaskMap.tif","Texture2D",1817748,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_C_Normal.tif","Texture2D",1796564,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/Grass_C_Thickness.tif","Texture2D",874072,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/GrassDry_BaseColor.tif","Texture2D",1088768,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/GrassDry_MaskMap.tif","Texture2D",491744,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/GrassDry_Normal.tif","Texture2D",826008,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Details/GrassDry_Thickness.tif","Texture2D",277564,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain","DefaultAsset",0,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_BaseColor.tif","Texture2D",33337120,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_MaskMap.tif","Texture2D",35296540,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Black_Sand_Normal.tif","Texture2D",35725576,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_BaseColor.tif","Texture2D",34232048,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_MaskMap.tif","Texture2D",15253592,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_B_Normal.tif","Texture2D",36105608,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_BaseColor.tif","Texture2D",35027440,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_MaskMap.tif","Texture2D",15006184,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Dry_Normal.tif","Texture2D",36044732,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_BaseColor.tif","Texture2D",34198928,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_MaskMap.tif","Texture2D",35519108,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Grass_Moss_Normal.tif","Texture2D",36063976,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_BaseColor.tif","Texture2D",33735820,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_MaskMap.tif","Texture2D",13710252,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Pebbles_C_Normal.tif","Texture2D",36107892,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Sand_BaseColor.tif","Texture2D",10380156,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Sand_MaskMap.tif","Texture2D",9257068,0,0,0,name/path heuristic
"Assets/TerrainSampleAssets/Textures/Terrain/Sand_Normal.tif","Texture2D",35255012,0,0,0,name/path heuristic
